OrderID,ProductID,UnitPrice,Quantity,Discount,TotalPrice,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Year,Month,Day,OrderDate_iso,ProductName,CategoryID,SupplierID,ShipperID,TotalSales
10329,11,14.0,12,0.1000000014901161,151.1999997496605,LINOD,8,1996-10-25,1996-11-22,1996-10-31,2.0,12.55,LINO-Delicateses,Ave. Simon Bolivar 331,Buenos Aires,,1702,Argentina,1996.0,10.0,25.0,1996-10-25,Queso Cabrales,4.0,5.0,2,151.1999997496605
10329,28,36.4,6,0.1000000014901161,196.5599996745586,LINOD,8,1996-10-25,1996-11-22,1996-10-31,2.0,12.55,LINO-Delicateses,Ave. Simon Bolivar 331,Buenos Aires,,1702,Argentina,1996.0,10.0,25.0,1996-10-25,Rössle Sauerkraut,7.0,12.0,2,196.5599996745586
10329,56,38.0,4,0.1000000014901161,136.79999977350235,LINOD,8,1996-10-25,1996-11-22,1996-10-31,2.0,12.55,LINO-Delicateses,Ave. Simon Bolivar 331,Buenos Aires,,1702,Argentina,1996.0,10.0,25.0,1996-10-25,Gnocchi di nonna Alice,5.0,26.0,2,136.79999977350235
10330,35,14.4,10,0.0,144.0,HILAA,5,1996-10-28,1996-11-25,1996-10-31,2.0,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1996.0,10.0,28.0,1996-10-28,Steeleye Stout,1.0,16.0,2,144.0
10330,40,14.7,12,0.0,176.39999999999998,HILAA,5,1996-10-28,1996-11-25,1996-10-31,2.0,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1996.0,10.0,28.0,1996-10-28,Boston Crab Meat,8.0,19.0,2,176.39999999999998
10330,56,38.0,5,0.0,190.0,HILAA,5,1996-10-28,1996-11-25,1996-10-31,2.0,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1996.0,10.0,28.0,1996-10-28,Gnocchi di nonna Alice,5.0,26.0,2,190.0
10331,1,14.4,24,0.0,345.6,nan,0,,,,,,,,,,,,,,,,Chai,1.0,1.0,0,345.6
10331,18,50.0,10,0.0,500.0,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,500.0
10331,46,12.0,15,0.0,180.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,180.0
10332,11,14.0,15,0.0,210.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,210.0
10332,56,38.0,12,0.0,456.0,nan,0,,,,,,,,,,,,,,,,Gnocchi di nonna Alice,5.0,26.0,0,456.0
10333,2,15.2,25,0.0,380.0,nan,0,,,,,,,,,,,,,,,,Chang,1.0,1.0,0,380.0
10333,36,15.2,20,0.0,304.0,nan,0,,,,,,,,,,,,,,,,Inlagd Sill,8.0,17.0,0,304.0
10333,41,7.7,20,0.0,154.0,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,154.0
10334,7,24.0,20,0.1000000014901161,431.99999928474426,nan,0,,,,,,,,,,,,,,,,Uncle Bob's Organic Dried Pears,7.0,3.0,0,431.99999928474426
10334,22,16.8,30,0.1000000014901161,453.5999992489815,nan,0,,,,,,,,,,,,,,,,Gustaf's Knäckebröd,5.0,9.0,0,453.5999992489815
10334,46,12.0,30,0.1000000014901161,323.9999994635582,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,323.9999994635582
10334,55,19.2,60,0.1000000014901161,1036.7999982833862,nan,0,,,,,,,,,,,,,,,,Pâté chinois,6.0,25.0,0,1036.7999982833862
10335,16,13.9,20,0.0,278.0,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,278.0
10335,36,15.2,35,0.0,532.0,nan,0,,,,,,,,,,,,,,,,Inlagd Sill,8.0,17.0,0,532.0
10335,52,5.6,24,0.0,134.39999999999998,nan,0,,,,,,,,,,,,,,,,Filo Mix,5.0,24.0,0,134.39999999999998
10336,11,14.0,12,0.0,168.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,168.0
10336,65,16.8,20,0.0,336.0,nan,0,,,,,,,,,,,,,,,,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,0,336.0
10337,18,50.0,50,0.0,2500.0,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,2500.0
10337,36,15.2,25,0.0,380.0,nan,0,,,,,,,,,,,,,,,,Inlagd Sill,8.0,17.0,0,380.0
10337,63,35.1,30,0.0,1053.0,nan,0,,,,,,,,,,,,,,,,Vegie-spread,2.0,7.0,0,1053.0
10338,13,4.6,6,0.0,27.599999999999998,nan,0,,,,,,,,,,,,,,,,Konbu,8.0,6.0,0,27.599999999999998
10338,23,7.2,24,0.0,172.8,nan,0,,,,,,,,,,,,,,,,Tunnbröd,5.0,9.0,0,172.8
10338,35,14.4,30,0.0,432.0,nan,0,,,,,,,,,,,,,,,,Steeleye Stout,1.0,16.0,0,432.0
10338,42,9.8,8,0.0,78.4,nan,0,,,,,,,,,,,,,,,,Singaporean Hokkien Fried Mee,5.0,20.0,0,78.4
10339,38,210.8,8,0.0,1686.4,nan,0,,,,,,,,,,,,,,,,Côte de Blaye,1.0,18.0,0,1686.4
10339,66,13.6,20,0.0,272.0,nan,0,,,,,,,,,,,,,,,,Louisiana Hot Spiced Okra,2.0,2.0,0,272.0
10340,18,50.0,20,0.0,1000.0,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,1000.0
10340,43,36.8,20,0.0,736.0,nan,0,,,,,,,,,,,,,,,,Ipoh Coffee,1.0,20.0,0,736.0
10340,46,12.0,10,0.0,120.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,120.0
10341,33,2.0,24,0.0,48.0,nan,0,,,,,,,,,,,,,,,,Geitost,4.0,15.0,0,48.0
10341,71,17.2,15,0.0,258.0,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,258.0
10342,23,7.2,30,0.0,216.0,nan,0,,,,,,,,,,,,,,,,Tunnbröd,5.0,9.0,0,216.0
10342,35,14.4,30,0.0,432.0,nan,0,,,,,,,,,,,,,,,,Steeleye Stout,1.0,16.0,0,432.0
10342,38,210.8,10,0.0,2108.0,nan,0,,,,,,,,,,,,,,,,Côte de Blaye,1.0,18.0,0,2108.0
10342,41,7.7,6,0.0,46.2,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,46.2
10343,18,50.0,6,0.0,300.0,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,300.0
10343,36,15.2,28,0.0,425.59999999999997,nan,0,,,,,,,,,,,,,,,,Inlagd Sill,8.0,17.0,0,425.59999999999997
10343,69,28.8,24,0.0,691.2,nan,0,,,,,,,,,,,,,,,,Gudbrandsdalsost,4.0,15.0,0,691.2
10344,4,17.6,35,0.0,616.0,nan,0,,,,,,,,,,,,,,,,Chef Anton's Cajun Seasoning,2.0,2.0,0,616.0
10344,39,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Chartreuse verte,1.0,18.0,0,288.0
10344,54,5.9,10,0.0,59.0,nan,0,,,,,,,,,,,,,,,,Tourtière,6.0,25.0,0,59.0
10345,11,14.0,12,0.0,168.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,168.0
10345,42,9.8,15,0.0,147.0,nan,0,,,,,,,,,,,,,,,,Singaporean Hokkien Fried Mee,5.0,20.0,0,147.0
10345,45,7.6,21,0.0,159.6,nan,0,,,,,,,,,,,,,,,,Rogede sild,8.0,21.0,0,159.6
10346,13,4.6,6,0.0,27.599999999999998,nan,0,,,,,,,,,,,,,,,,Konbu,8.0,6.0,0,27.599999999999998
10346,24,3.6,28,0.0,100.8,nan,0,,,,,,,,,,,,,,,,Guaraná Fantástica,1.0,10.0,0,100.8
10346,46,12.0,30,0.0,360.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,360.0
10347,31,10.0,15,0.2000000029802322,119.99999955296516,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,119.99999955296516
10347,41,7.7,12,0.2000000029802322,73.91999972462655,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,73.91999972462655
10347,56,38.0,12,0.2000000029802322,364.7999986410141,nan,0,,,,,,,,,,,,,,,,Gnocchi di nonna Alice,5.0,26.0,0,364.7999986410141
10348,1,14.4,15,0.0,216.0,nan,0,,,,,,,,,,,,,,,,Chai,1.0,1.0,0,216.0
10348,23,7.2,21,0.0,151.20000000000002,nan,0,,,,,,,,,,,,,,,,Tunnbröd,5.0,9.0,0,151.20000000000002
10348,40,14.7,20,0.0,294.0,nan,0,,,,,,,,,,,,,,,,Boston Crab Meat,8.0,19.0,0,294.0
10348,56,38.0,12,0.0,456.0,nan,0,,,,,,,,,,,,,,,,Gnocchi di nonna Alice,5.0,26.0,0,456.0
10349,24,3.6,15,0.0,54.0,nan,0,,,,,,,,,,,,,,,,Guaraná Fantástica,1.0,10.0,0,54.0
10349,54,5.9,21,0.0,123.9,nan,0,,,,,,,,,,,,,,,,Tourtière,6.0,25.0,0,123.9
10349,64,26.6,20,0.0,532.0,nan,0,,,,,,,,,,,,,,,,Wimmers gute Semmelknödel,5.0,12.0,0,532.0
10350,50,13.0,15,0.050000000745058,185.2499998547137,nan,0,,,,,,,,,,,,,,,,Valkoinen suklaa,3.0,23.0,0,185.2499998547137
10350,69,28.8,18,0.050000000745058,492.47999961376195,nan,0,,,,,,,,,,,,,,,,Gudbrandsdalsost,4.0,15.0,0,492.47999961376195
10350,71,17.2,30,0.050000000745058,490.1999996155501,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,490.1999996155501
10351,38,210.8,20,0.0,4216.0,nan,0,,,,,,,,,,,,,,,,Côte de Blaye,1.0,18.0,0,4216.0
10351,41,7.7,13,0.0,100.10000000000001,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,100.10000000000001
10352,11,14.0,6,0.0,84.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,84.0
10352,22,16.8,15,0.0,252.0,nan,0,,,,,,,,,,,,,,,,Gustaf's Knäckebröd,5.0,9.0,0,252.0
10352,45,7.6,20,0.0,152.0,nan,0,,,,,,,,,,,,,,,,Rogede sild,8.0,21.0,0,152.0
10352,49,16.0,15,0.0,240.0,nan,0,,,,,,,,,,,,,,,,Maxilaku,3.0,23.0,0,240.0
10353,25,11.2,20,0.0,224.0,nan,0,,,,,,,,,,,,,,,,NuNuCa Nuß-Nougat-Creme,3.0,11.0,0,224.0
10353,30,20.7,18,0.0,372.59999999999997,nan,0,,,,,,,,,,,,,,,,Nord-Ost Matjeshering,8.0,13.0,0,372.59999999999997
10353,49,16.0,12,0.0,192.0,nan,0,,,,,,,,,,,,,,,,Maxilaku,3.0,23.0,0,192.0
10353,54,5.9,36,0.0,212.4,nan,0,,,,,,,,,,,,,,,,Tourtière,6.0,25.0,0,212.4
10354,11,14.0,20,0.0,280.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,280.0
10354,32,25.6,15,0.0,384.0,nan,0,,,,,,,,,,,,,,,,Mascarpone Fabioli,4.0,14.0,0,384.0
10354,57,15.6,20,0.0,312.0,nan,0,,,,,,,,,,,,,,,,Ravioli Angelo,5.0,26.0,0,312.0
10354,60,27.2,30,0.0,816.0,nan,0,,,,,,,,,,,,,,,,Camembert Pierrot,4.0,28.0,0,816.0
10355,39,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Chartreuse verte,1.0,18.0,0,288.0
10355,52,5.6,14,0.0,78.39999999999999,nan,0,,,,,,,,,,,,,,,,Filo Mix,5.0,24.0,0,78.39999999999999
10356,14,18.6,12,0.0,223.20000000000002,nan,0,,,,,,,,,,,,,,,,Tofu,7.0,6.0,0,223.20000000000002
10356,44,15.5,9,0.0,139.5,nan,0,,,,,,,,,,,,,,,,Gula Malacca,2.0,20.0,0,139.5
10356,47,7.6,40,0.0,304.0,nan,0,,,,,,,,,,,,,,,,Zaanse koeken,3.0,22.0,0,304.0
10357,41,7.7,50,0.0,385.0,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,385.0
10357,69,28.8,30,0.0,864.0,nan,0,,,,,,,,,,,,,,,,Gudbrandsdalsost,4.0,15.0,0,864.0
10357,72,34.8,20,0.0,696.0,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,696.0
10358,21,8.0,60,0.0,480.0,nan,0,,,,,,,,,,,,,,,,Sir Rodney's Scones,3.0,8.0,0,480.0
10358,40,14.7,40,0.0,588.0,nan,0,,,,,,,,,,,,,,,,Boston Crab Meat,8.0,19.0,0,588.0
10358,60,27.2,30,0.0,816.0,nan,0,,,,,,,,,,,,,,,,Camembert Pierrot,4.0,28.0,0,816.0
10359,4,17.6,20,0.0,352.0,nan,0,,,,,,,,,,,,,,,,Chef Anton's Cajun Seasoning,2.0,2.0,0,352.0
10359,6,20.0,30,0.0,600.0,nan,0,,,,,,,,,,,,,,,,Grandma's Boysenberry Spread,2.0,3.0,0,600.0
10359,42,9.8,40,0.0,392.0,nan,0,,,,,,,,,,,,,,,,Singaporean Hokkien Fried Mee,5.0,20.0,0,392.0
10360,16,13.9,15,0.0,208.5,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,208.5
10360,31,10.0,24,0.0,240.0,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,240.0
10360,65,16.8,8,0.0,134.4,nan,0,,,,,,,,,,,,,,,,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,0,134.4
10361,28,36.4,20,0.0,728.0,nan,0,,,,,,,,,,,,,,,,Rössle Sauerkraut,7.0,12.0,0,728.0
10361,39,14.4,120,0.0,1728.0,nan,0,,,,,,,,,,,,,,,,Chartreuse verte,1.0,18.0,0,1728.0
10361,46,12.0,21,0.0,252.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,252.0
10362,14,18.6,50,0.1000000014901161,836.9999986141921,nan,0,,,,,,,,,,,,,,,,Tofu,7.0,6.0,0,836.9999986141921
10362,21,8.0,90,0.1000000014901161,647.9999989271164,nan,0,,,,,,,,,,,,,,,,Sir Rodney's Scones,3.0,8.0,0,647.9999989271164
10362,71,17.2,30,0.1000000014901161,464.3999992311001,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,464.3999992311001
10362,72,34.8,30,0.1000000014901161,939.5999984443188,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,939.5999984443188
10363,11,14.0,20,0.0,280.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,280.0
10363,16,13.9,14,0.0,194.6,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,194.6
10363,22,16.8,24,0.0,403.20000000000005,nan,0,,,,,,,,,,,,,,,,Gustaf's Knäckebröd,5.0,9.0,0,403.20000000000005
10363,47,7.6,30,0.0,228.0,nan,0,,,,,,,,,,,,,,,,Zaanse koeken,3.0,22.0,0,228.0
10364,14,18.6,20,0.0,372.0,nan,0,,,,,,,,,,,,,,,,Tofu,7.0,6.0,0,372.0
10364,31,10.0,20,0.0,200.0,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,200.0
10364,71,17.2,30,0.0,516.0,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,516.0
10365,52,5.6,16,0.0,89.6,nan,0,,,,,,,,,,,,,,,,Filo Mix,5.0,24.0,0,89.6
10365,59,44.0,50,0.0,2200.0,nan,0,,,,,,,,,,,,,,,,Raclette Courdavault,4.0,28.0,0,2200.0
10366,11,14.0,12,0.0,168.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,168.0
10366,18,50.0,40,0.0,2000.0,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,2000.0
10366,56,38.0,20,0.0,760.0,nan,0,,,,,,,,,,,,,,,,Gnocchi di nonna Alice,5.0,26.0,0,760.0
10367,25,11.2,6,0.0,67.19999999999999,nan,0,,,,,,,,,,,,,,,,NuNuCa Nuß-Nougat-Creme,3.0,11.0,0,67.19999999999999
10367,39,14.4,10,0.0,144.0,nan,0,,,,,,,,,,,,,,,,Chartreuse verte,1.0,18.0,0,144.0
10367,40,14.7,6,0.0,88.19999999999999,nan,0,,,,,,,,,,,,,,,,Boston Crab Meat,8.0,19.0,0,88.19999999999999
10368,36,15.2,6,0.0,91.19999999999999,nan,0,,,,,,,,,,,,,,,,Inlagd Sill,8.0,17.0,0,91.19999999999999
10368,52,5.6,40,0.0,224.0,nan,0,,,,,,,,,,,,,,,,Filo Mix,5.0,24.0,0,224.0
10368,61,22.8,30,0.0,684.0,nan,0,,,,,,,,,,,,,,,,Sirop d'érable,2.0,29.0,0,684.0
10369,1,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Chai,1.0,1.0,0,288.0
10369,52,5.6,15,0.0,84.0,nan,0,,,,,,,,,,,,,,,,Filo Mix,5.0,24.0,0,84.0
10369,76,14.4,30,0.0,432.0,nan,0,,,,,,,,,,,,,,,,Lakkalikööri,1.0,23.0,0,432.0
10370,29,99.0,10,0.0,990.0,nan,0,,,,,,,,,,,,,,,,Thüringer Rostbratwurst,6.0,12.0,0,990.0
10370,59,44.0,10,0.0,440.0,nan,0,,,,,,,,,,,,,,,,Raclette Courdavault,4.0,28.0,0,440.0
10370,71,17.2,12,0.0,206.39999999999998,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,206.39999999999998
10371,26,24.9,6,0.0,149.39999999999998,nan,0,,,,,,,,,,,,,,,,Gumbär Gummibärchen,3.0,11.0,0,149.39999999999998
10371,30,20.7,25,0.0,517.5,nan,0,,,,,,,,,,,,,,,,Nord-Ost Matjeshering,8.0,13.0,0,517.5
10371,74,8.6,20,0.0,172.0,nan,0,,,,,,,,,,,,,,,,Longlife Tofu,7.0,20.0,0,172.0
10372,6,20.0,20,0.0,400.0,nan,0,,,,,,,,,,,,,,,,Grandma's Boysenberry Spread,2.0,3.0,0,400.0
10372,14,18.6,10,0.0,186.0,nan,0,,,,,,,,,,,,,,,,Tofu,7.0,6.0,0,186.0
10372,19,7.3,15,0.0,109.5,nan,0,,,,,,,,,,,,,,,,Teatime Chocolate Biscuits,3.0,8.0,0,109.5
10372,45,7.6,21,0.0,159.6,nan,0,,,,,,,,,,,,,,,,Rogede sild,8.0,21.0,0,159.6
10373,17,31.2,10,0.0,312.0,nan,0,,,,,,,,,,,,,,,,Alice Mutton,6.0,7.0,0,312.0
10373,31,10.0,20,0.0,200.0,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,200.0
10373,75,6.2,12,0.0,74.4,nan,0,,,,,,,,,,,,,,,,Rhönbräu Klosterbier,1.0,12.0,0,74.4
10373,76,14.4,15,0.0,216.0,nan,0,,,,,,,,,,,,,,,,Lakkalikööri,1.0,23.0,0,216.0
10374,2,15.2,10,0.0,152.0,nan,0,,,,,,,,,,,,,,,,Chang,1.0,1.0,0,152.0
10374,63,35.1,20,0.0,702.0,nan,0,,,,,,,,,,,,,,,,Vegie-spread,2.0,7.0,0,702.0
10374,71,17.2,10,0.0,172.0,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,172.0
10375,24,3.6,12,0.0,43.2,nan,0,,,,,,,,,,,,,,,,Guaraná Fantástica,1.0,10.0,0,43.2
10375,64,26.6,30,0.0,798.0,nan,0,,,,,,,,,,,,,,,,Wimmers gute Semmelknödel,5.0,12.0,0,798.0
10376,27,35.1,15,0.0,526.5,nan,0,,,,,,,,,,,,,,,,Schoggi Schokolade,3.0,11.0,0,526.5
10376,63,35.1,30,0.0,1053.0,nan,0,,,,,,,,,,,,,,,,Vegie-spread,2.0,7.0,0,1053.0
10376,75,6.2,20,0.0,124.0,nan,0,,,,,,,,,,,,,,,,Rhönbräu Klosterbier,1.0,12.0,0,124.0
10377,1,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Chai,1.0,1.0,0,288.0
10377,19,7.3,15,0.0,109.5,nan,0,,,,,,,,,,,,,,,,Teatime Chocolate Biscuits,3.0,8.0,0,109.5
10377,60,27.2,8,0.0,217.6,nan,0,,,,,,,,,,,,,,,,Camembert Pierrot,4.0,28.0,0,217.6
10378,7,24.0,10,0.0,240.0,nan,0,,,,,,,,,,,,,,,,Uncle Bob's Organic Dried Pears,7.0,3.0,0,240.0
10378,43,36.8,12,0.0,441.59999999999997,nan,0,,,,,,,,,,,,,,,,Ipoh Coffee,1.0,20.0,0,441.59999999999997
10378,72,34.8,10,0.0,348.0,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,348.0
10379,11,14.0,40,0.0,560.0,nan,0,,,,,,,,,,,,,,,,Queso Cabrales,4.0,5.0,0,560.0
10379,17,31.2,25,0.0,780.0,nan,0,,,,,,,,,,,,,,,,Alice Mutton,6.0,7.0,0,780.0
10379,41,7.7,20,0.0,154.0,nan,0,,,,,,,,,,,,,,,,Jack's New England Clam Chowder,8.0,19.0,0,154.0
10380,30,20.7,18,0.0,372.59999999999997,nan,0,,,,,,,,,,,,,,,,Nord-Ost Matjeshering,8.0,13.0,0,372.59999999999997
10380,46,12.0,30,0.0,360.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,360.0
10380,74,8.6,18,0.0,154.79999999999998,nan,0,,,,,,,,,,,,,,,,Longlife Tofu,7.0,20.0,0,154.79999999999998
10381,16,13.9,30,0.0,417.0,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,417.0
10381,19,7.3,12,0.0,87.6,nan,0,,,,,,,,,,,,,,,,Teatime Chocolate Biscuits,3.0,8.0,0,87.6
10381,21,8.0,15,0.0,120.0,nan,0,,,,,,,,,,,,,,,,Sir Rodney's Scones,3.0,8.0,0,120.0
10382,24,3.6,20,0.0,72.0,nan,0,,,,,,,,,,,,,,,,Guaraná Fantástica,1.0,10.0,0,72.0
10382,62,39.4,15,0.0,591.0,nan,0,,,,,,,,,,,,,,,,Tarte au sucre,3.0,29.0,0,591.0
10382,70,12.0,8,0.0,96.0,nan,0,,,,,,,,,,,,,,,,Outback Lager,1.0,7.0,0,96.0
10383,7,24.0,20,0.0,480.0,nan,0,,,,,,,,,,,,,,,,Uncle Bob's Organic Dried Pears,7.0,3.0,0,480.0
10383,46,12.0,8,0.0,96.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,96.0
10383,72,34.8,4,0.0,139.2,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,139.2
10384,26,24.9,20,0.0,498.0,nan,0,,,,,,,,,,,,,,,,Gumbär Gummibärchen,3.0,11.0,0,498.0
10384,40,14.7,10,0.0,147.0,nan,0,,,,,,,,,,,,,,,,Boston Crab Meat,8.0,19.0,0,147.0
10384,60,27.2,15,0.0,408.0,nan,0,,,,,,,,,,,,,,,,Camembert Pierrot,4.0,28.0,0,408.0
10385,16,13.9,35,0.0,486.5,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,486.5
10385,35,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Steeleye Stout,1.0,16.0,0,288.0
10385,47,7.6,25,0.0,190.0,nan,0,,,,,,,,,,,,,,,,Zaanse koeken,3.0,22.0,0,190.0
10386,24,3.6,15,0.0,54.0,nan,0,,,,,,,,,,,,,,,,Guaraná Fantástica,1.0,10.0,0,54.0
10386,35,14.4,20,0.0,288.0,nan,0,,,,,,,,,,,,,,,,Steeleye Stout,1.0,16.0,0,288.0
10386,46,12.0,30,0.0,360.0,nan,0,,,,,,,,,,,,,,,,Spegesild,8.0,21.0,0,360.0
10387,14,18.6,20,0.0,372.0,nan,0,,,,,,,,,,,,,,,,Tofu,7.0,6.0,0,372.0
10387,21,8.0,15,0.0,120.0,nan,0,,,,,,,,,,,,,,,,Sir Rodney's Scones,3.0,8.0,0,120.0
10387,71,17.2,18,0.0,309.59999999999997,nan,0,,,,,,,,,,,,,,,,Flotemysost,4.0,15.0,0,309.59999999999997
10388,1,14.4,25,0.0,360.0,nan,0,,,,,,,,,,,,,,,,Chai,1.0,1.0,0,360.0
10388,31,10.0,10,0.0,100.0,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,100.0
10388,65,16.8,12,0.0,201.60000000000002,nan,0,,,,,,,,,,,,,,,,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,0,201.60000000000002
10389,29,99.0,6,0.1000000014901161,534.599999114871,nan,0,,,,,,,,,,,,,,,,Thüringer Rostbratwurst,6.0,12.0,0,534.599999114871
10389,38,210.8,8,0.1000000014901161,1517.7599974870682,nan,0,,,,,,,,,,,,,,,,Côte de Blaye,1.0,18.0,0,1517.7599974870682
10389,72,34.8,3,0.1000000014901161,93.95999984443186,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,93.95999984443186
10390,8,32.0,20,0.2000000029802322,511.99999809265137,nan,0,,,,,,,,,,,,,,,,Northwoods Cranberry Sauce,2.0,3.0,0,511.99999809265137
10390,16,13.9,15,0.2000000029802322,166.79999937862158,nan,0,,,,,,,,,,,,,,,,Pavlova,3.0,7.0,0,166.79999937862158
10390,29,99.0,8,0.2000000029802322,633.5999976396561,nan,0,,,,,,,,,,,,,,,,Thüringer Rostbratwurst,6.0,12.0,0,633.5999976396561
10391,44,15.5,12,0.0,186.0,nan,0,,,,,,,,,,,,,,,,Gula Malacca,2.0,20.0,0,186.0
10391,51,42.4,12,0.0,508.79999999999995,nan,0,,,,,,,,,,,,,,,,Manjimup Dried Apples,7.0,24.0,0,508.79999999999995
10391,77,10.4,15,0.0,156.0,nan,0,,,,,,,,,,,,,,,,Original Frankfurter grüne Soße,2.0,12.0,0,156.0
10392,31,10.0,16,0.0,160.0,nan,0,,,,,,,,,,,,,,,,Gorgonzola Telino,4.0,14.0,0,160.0
10392,63,35.1,20,0.0,702.0,nan,0,,,,,,,,,,,,,,,,Vegie-spread,2.0,7.0,0,702.0
10392,72,34.8,10,0.0,348.0,nan,0,,,,,,,,,,,,,,,,Mozzarella di Giovanni,4.0,14.0,0,348.0
10393,18,50.0,30,0.050000000745058,1424.9999988824131,nan,0,,,,,,,,,,,,,,,,Carnarvon Tigers,8.0,7.0,0,1424.9999988824131
10393,42,9.8,40,0.050000000745058,372.3999997079373,nan,0,,,,,,,,,,,,,,,,Singaporean Hokkien Fried Mee,5.0,20.0,0,372.3999997079373
10393,47,7.6,25,0.050000000745058,180.499999858439,nan,0,,,,,,,,,,,,,,,,Zaanse koeken,3.0,22.0,0,180.499999858439
10394,6,20.0,18,0.0,360.0,nan,0,,,,,,,,,,,,,,,,Grandma's Boysenberry Spread,2.0,3.0,0,360.0
10394,28,36.4,12,0.0,436.79999999999995,nan,0,,,,,,,,,,,,,,,,Rössle Sauerkraut,7.0,12.0,0,436.79999999999995
10394,55,19.2,30,0.0,576.0,nan,0,,,,,,,,,,,,,,,,Pâté chinois,6.0,25.0,0,576.0
